ax,ay,az,gx,gy,gz
12252,6652,2652,-182,-426,-457
12268,12636,-3676,26,401,13
12908,5996,1156,441,-61,-466
13880,6460,6896,-240,-256,-265
14840,9584,1300,-196,519,779
12040,5832,2596,39,-426,-110
13904,13204,1936,-64,571,-27
14508,6212,4432,446,-170,-361
12116,6628,1264,-188,-427,-403
13540,5920,6712,-96,11,655
12820,6052,5712,-274,-750,-232
16356,13608,7800,-166,127,376
16156,10144,4344,372,-17,-381
19348,11592,4756,-335,175,67
13468,5508,3332,104,-304,-273
11812,9468,4180,-296,-360,-766
11072,8456,-5016,310,93,562
13588,5884,6256,108,80,-25
18696,12548,4388,-297,741,730
10852,5408,700,62,-187,29
12208,10148,-1324,-203,276,-404
15112,10060,8004,519,413,126
14284,7068,4760,-27,-763,-629
15000,11500,3308,-301,158,156
9300,3032,5600,65,-851,-142
10128,10892,-2604,-200,342,50
14584,9792,6124,401,295,473
15812,10464,7092,-228,-628,-47
16592,10640,3832,-243,219,448
11864,5112,3224,33,-663,-269
11872,12944,-5052,71,535,52
13908,8032,7212,486,125,-516
16476,9148,4652,-343,-474,-269
11784,5364,1104,-96,-143,625
12480,5428,5984,-191,1,-391
13104,14848,-2224,-102,154,402
16404,9916,4736,377,-40,-296
17284,11352,-2024,-304,80,-90
15804,5644,6120,148,302,-38
9256,5412,-1968,-184,-723,-626
11812,11608,-4024,-154,390,114
15500,7012,6492,281,58,-68
17956,10872,6272,-453,-190,105
16368,9140,4212,-106,163,444
11972,7876,3372,-151,-240,-778
15920,11728,3696,91,483,-125
15616,5704,8796,360,-232,-639
14992,8108,372,-286,183,109
12840,4500,7964,89,-36,362
11960,7944,3116,-378,-275,-243
14796,10764,2612,202,598,490
13844,5860,2276,306,-28,-25
16264,12176,-2060,-260,685,260
13416,5288,5248,207,-395,-1
11100,9096,-2204,-169,252,-797
11580,8100,-156,404,44,-150
12084,6040,-8,-168,-386,-195
14104,8136,-544,-152,364,639
11052,5452,636,-215,-183,-372
14684,12900,2648,-118,314,390
12488,5764,580,400,59,-59
18204,11800,1772,-382,381,181
13168,5968,6164,268,-311,148
14188,9516,6296,-96,261,-839
14044,11276,6748,326,187,189
13248,6668,7392,141,-451,-266
14972,10348,2356,-341,286,470
11676,3908,7472,-172,-632,-236
13428,13464,-344,-300,216,263
15452,7936,4808,402,-58,219
18140,10192,7552,-335,281,36
14468,7972,3620,144,258,101
12436,8896,68,-46,273,-333
15968,9664,8660,360,-119,-368
15108,8724,5148,-376,-148,-574
12852,5616,8216,99,-661,200
7608,6280,-4788,-267,-509,-114
12556,7948,2760,456,268,305
15716,8480,-2292,-454,304,125
13900,7304,4548,37,-398,495
13008,12524,-1692,-111,474,178
15776,7568,7644,477,132,-118
19360,11572,5784,-322,290,163
12652,4996,4884,162,-465,-78
12356,11024,-1552,-31,204,-277
11436,5428,400,369,-390,-526
15960,10216,3200,-271,256,235
9624,1848,5460,69,-122,-328
14988,13372,4948,-310,273,60
14500,5172,4152,309,48,-33
17172,12372,-336,-293,550,668
13024,7392,3272,-134,-605,-538
14108,11180,-1720,387,865,268
12584,6640,-240,-19,-267,-459
15400,7924,5108,12,25,37
10332,9300,-352,-183,-115,-361
12500,7868,1124,285,4,318
17096,8144,4780,-518,-118,4
14360,7316,3620,121,-219,543
12340,12316,-2280,-219,522,-214
14680,7868,836,451,409,-202
17072,10828,1684,-216,414,239
12716,2600,8308,159,-430,-549
10568,10688,-7624,-10,660,-318
11528,5688,2552,265,-130,-319
16516,8272,6284,-238,344,425
10132,6288,-1452,-171,-69,-341
14988,10480,3224,282,720,646
15768,8944,2344,-272,-231,10
16888,9236,3288,19,129,210
12824,11148,-1156,-186,140,-493
13232,9760,-504,491,-104,-237
15908,8276,76,-278,155,-361
13176,5976,7244,69,-244,-179
10204,11044,1128,-216,80,-244
13140,8504,2992,413,-172,119
17164,9620,1588,-471,490,385
11800,5148,3260,0,-263,219
11748,11860,-2780,-179,399,41
16068,9656,3060,470,405,-189
16420,9992,-1664,-296,100,109
12268,3968,1984,139,-139,-565
10932,10464,-3472,-148,158,-400
12480,5372,4336,447,-397,-372
15600,9468,5528,-267,313,585
11252,3844,6244,-96,-561,-177
12312,13344,-4440,-263,250,270
14856,8760,5844,212,-66,148
15540,10292,2500,-293,508,482
13436,8260,5856,-181,-1,-673
15228,13016,3756,421,863,221
16580,7812,9032,13,-460,-358
15508,6508,3524,15,158,10
9024,5332,-3688,-319,-363,-935
13600,9928,4612,503,286,254
14080,6244,3868,-339,-321,-120
13412,6812,2200,30,182,402
10704,9620,-2440,-238,-261,288
14408,10772,4464,466,253,440
17064,10172,6468,-398,-26,-23
13720,7932,2308,231,-41,205
9540,6412,-5068,-207,-66,-381
10912,4664,-2508,510,235,-402
14740,7192,284,-299,222,88
12276,3000,4788,22,-22,-142
12944,11396,5376,-126,472,307
14784,7092,3784,447,43,162
16952,10944,1824,-344,344,113
13236,5780,6480,222,-373,42
13500,11484,2780,-202,-115,-562
11412,6332,2748,542,-158,-67
14988,7292,-304,-399,136,50
14456,7228,2048,152,82,643
12904,11916,2376,-307,-246,-105
13224,10668,-1716,455,398,16
17368,9316,7284,-217,-422,-388
14352,6964,5372,41,144,6
8364,6360,-2656,-175,-141,-383
15752,12192,2408,288,653,473
15600,7600,4220,-226,-446,-126
17052,10720,3932,-58,450,277
11236,6476,-1196,-45,-318,-722
10628,8040,-3256,355,201,254
12408,5948,5436,-45,-669,-143
15332,9464,1236,-128,226,737
12384,7120,3708,-269,-379,-211
14504,9948,5800,379,402,291
12800,6876,-868,-33,-34,-176
13072,4536,1448,62,16,-44
9312,6824,-892,-197,-331,-450
16100,11356,6968,403,829,353
14448,8248,3528,-242,-200,-11
16844,10080,4856,-58,272,429
13900,10216,4216,-161,147,-663
11936,9576,-4256,611,540,45
11940,6668,300,-171,-256,-473
12428,5928,3548,0,-207,583
11004,6636,1004,-311,-368,-227
15304,11436,5272,311,681,654
15516,9756,5540,-155,-402,-151
16460,9412,3956,-95,423,249
11268,6816,-668,-157,-376,-730
14824,10988,6776,401,364,192
11520,5100,3384,-32,-813,-381
14004,7236,5764,-107,187,602
11788,5352,3012,-249,-247,-229
15536,10840,4072,315,663,655
16072,10596,7048,4,-403,-271
16776,11332,2832,-162,131,397
11952,6796,4472,-60,-699,-709
12560,10916,2528,-40,46,-99
12780,4836,3312,203,-435,-139
17068,11864,876,-400,584,684
13624,6368,8892,-42,-749,-98
11588,12376,-3564,40,923,7
15408,8524,6268,616,89,-288
15604,8064,2692,-338,181,-429
12484,4564,6936,82,-180,282
10152,9836,-3248,-269,21,32
14596,11640,1588,424,350,488
14580,9052,4180,-42,-90,-284
16256,8384,3016,-35,221,225
10740,6768,6788,-155,-1098,-464
11252,7552,-1556,-67,328,219
13792,6064,1536,143,-123,139
17524,12432,2396,-231,655,646
13864,7276,4336,66,-263,-426
11988,11508,-1028,-34,260,-263
14520,9740,9224,580,67,-106
16568,8364,4716,-369,-129,4
15732,9496,5580,-76,-214,835
13396,7820,3988,-302,-201,-917
15160,12324,2824,323,801,37
15156,6688,7076,197,-398,-667
17264,9864,6264,-283,370,511
13172,5776,5584,-82,-127,64
11496,10276,-2432,-346,-119,-260
14648,10744,3472,471,347,158
13372,6260,4076,-64,-685,-679
15316,9964,4432,-285,163,342
10964,3932,4808,-192,-592,-245
12176,12656,-2060,-146,165,278
13436,8116,-3316,510,547,-193
16864,8176,3484,-294,202,-258
12200,5312,4720,37,-546,-133
11368,9580,3584,-318,-28,-146
14352,7204,4464,374,16,306
17144,11456,-1016,-322,212,321
13284,6364,3836,83,-482,-302
12636,11160,-40,-21,511,-373
12904,6872,4440,365,-260,-311
18232,11264,5048,-442,510,523
12784,6372,5668,-27,-784,-61
12028,12608,-2136,-69,641,106
13768,5600,3744,534,-44,-333
14232,9712,-948,-260,191,156
9316,1076,632,-15,-623,-148
13352,12760,408,-131,662,335
17336,9500,10272,365,-56,-142
17420,11856,-224,-244,283,212
11424,2620,1944,59,-353,-850
14576,13124,5640,-128,6,-19
14844,7444,5456,265,-15,50
15952,10164,-2400,-355,281,377
12736,7264,5080,89,-263,-106
11988,10900,-1112,-171,-121,-324
11508,6316,3468,517,-188,-165
15164,7456,1572,-414,324,81
14792,6900,4176,99,-119,509
13380,11936,1780,-329,-15,-277
13532,11036,-576,394,-151,-190
16296,8228,5900,-210,-544,-467
12852,6032,4964,86,-154,610
11456,7424,3380,-324,-344,-250
16124,12504,4756,306,684,655
14908,9284,4808,-21,-230,-420
16752,9552,5616,-132,237,107
10520,6188,6236,-161,-1077,-580
10568,7420,-3056,26,363,212
13708,7308,1468,150,-69,156
17340,11516,5092,-283,614,486
12896,5500,4736,83,-444,-376
13496,11736,-684,65,502,-359
12980,6996,5212,413,-347,-339
15536,8844,3652,-327,309,558
12716,6060,5700,6,-456,69
12936,13728,-2024,-130,515,0
14196,5848,2400,537,182,-176
17992,9736,3476,-283,294,-252
12884,5048,7112,49,-301,-246
10864,11440,-2288,-320,190,-40
13912,10264,4556,426,107,423
16704,10300,4184,-327,41,49
16724,7712,6696,188,411,205
13344,9360,2888,-156,10,-836
13304,9404,6284,488,199,-97
14044,6392,1456,-251,-241,-86
15856,9188,6428,-52,79,650
10640,9552,-808,-170,-10,106
14792,12536,2560,427,297,268
13644,9116,-1340,-101,-127,-172
14224,6360,2892,161,95,183
12064,9340,4024,-335,-419,-983
13408,9208,6868,456,332,286
14984,6868,3892,-407,74,-150
14964,7200,5068,-41,-128,719
12228,9416,544,-270,0,-354
13236,10972,-1152,476,324,128
12980,5728,2720,-30,-174,-355
14632,6784,3640,-52,93,282
11212,6336,5528,-162,-532,-227
14208,10036,3072,181,748,480
15028,7120,11116,56,-290,-62
15844,11188,2312,-307,371,456
10704,5104,1200,0,-793,-393
15200,12272,2456,70,400,-122
12612,4524,3888,223,-377,-637
13836,10160,-908,-238,276,459
11120,3536,7356,-124,-394,-176
14324,14020,3300,-37,918,390
14484,5672,4692,394,-122,1
17588,11824,640,-233,787,452
11348,5828,992,231,-496,-178
13576,12452,352,105,590,-321
14264,4952,7176,217,-609,-498
14624,8460,1048,-217,411,563
11220,3828,5268,-200,-447,-252
14236,14452,2420,-98,596,412
13000,5588,2684,335,143,65
19084,11672,4432,-211,751,320
13172,3768,7496,146,-578,-285
12820,11544,-2068,-37,458,-352
13896,7076,8168,351,-432,-172
16020,9324,5656,-377,198,473
13816,7364,6076,-8,-45,75
11812,12432,-3156,-53,523,30
18272,10740,13436,471,103,-129
16104,9228,-2040,-264,255,-302
11860,5140,4856,-1,-484,-344
10108,10116,1112,-208,-43,-114
13996,9228,5448,425,211,267
17832,10588,5504,-404,-109,240
14504,6972,2864,149,154,420
13560,10500,3052,-191,-20,-496
14288,9964,1508,519,397,-233
12424,7416,3100,-287,-401,-510
12536,6060,2432,11,23,492
12544,8528,4592,-350,-53,-209
14904,10748,3880,390,466,714
17108,10276,9628,-158,41,-159
15980,9404,1752,-21,372,200
11000,5780,-1632,-127,-213,-691
15216,10160,8308,362,36,118
12752,6168,6620,-68,-488,-230
14752,6512,6660,-102,-3,629
11860,7016,1796,-254,-359,-79
14488,11304,620,384,711,575
15220,9552,4136,-149,-279,-411
16876,9484,4396,-20,209,295
10052,4464,3048,-111,-741,-817
13340,10424,4724,242,398,158
11604,4956,3120,254,-182,-131
17156,12108,2340,-380,437,697
12288,5812,5132,7,-525,3
10996,13376,-6620,48,820,40
13108,4592,1440,489,-110,-277
16132,9324,-928,-372,345,-183
9904,1984,1172,121,-283,-141
11316,11540,-800,-230,532,-83
14776,7064,8348,358,-41,353
16256,10052,2848,-370,40,162
14648,7604,6344,165,260,126
11824,8752,-1756,-76,365,-536
16112,8696,8568,441,75,-321
14112,8068,4220,-285,-450,-308
12300,5668,2900,41,-54,523
10208,7220,1952,-239,273,-234
13696,8476,5852,335,420,497
14184,7720,836,-357,-302,216
14656,6848,2836,57,193,294
13572,10656,1260,-188,242,-524
16032,7756,9160,436,-24,-311
17104,7732,4176,-335,110,-412
12804,4472,4808,16,-428,-259
10972,10584,2420,-132,125,-215
12912,4860,7172,415,-397,87
17196,8532,5264,-403,398,276
13640,6992,4960,101,-273,542
11644,9732,-1164,-269,-102,12
14140,11080,3100,544,542,56
12952,7272,-212,-91,-209,-166
15768,5820,6068,-3,43,-68
11464,6888,6796,-220,-909,-311
12068,8640,360,294,652,420
13792,7128,2552,87,-172,80
17240,11676,6656,-307,648,598
12748,6312,5252,53,-312,-440
15644,15328,5132,35,317,98
15452,7636,10328,402,-333,-599
14792,9496,4324,-286,56,295
9592,1920,392,-86,-670,-139
15644,13436,7064,-121,507,341
13444,8404,3016,185,-354,51
16100,10020,2960,-180,386,237
10328,5748,-2584,-104,-271,-618
14368,9508,5472,413,136,-356
15428,9096,2392,-402,-147,-242
12332,3156,5876,0,-91,-128
12472,12668,-2236,-279,332,173
14172,6364,3368,344,-113,143
16428,11944,-772,-186,581,362
12344,8108,2948,-25,-371,-553
10692,9156,-5836,398,195,179
12540,6944,2588,-218,-545,-224
12292,5004,4008,76,11,333
12628,11008,5044,-365,-243,91
15212,10612,6056,432,-27,205
19592,11520,6072,-381,440,199
12472,6240,2564,147,-499,-333
13036,11640,-2060,65,504,-190
12108,5996,876,257,-181,-480
15152,8068,4552,-149,291,449
10396,6368,396,-263,-62,-408
15052,11308,2352,330,524,722
16676,10680,4560,-333,-30,-74
14552,6896,2332,198,235,187
14028,12128,5332,-174,-99,-254
11744,5004,1684,388,-259,-450
13780,8988,2348,-262,158,507
9192,2164,2304,-188,-591,-339
14284,13532,2916,-131,455,345
14304,8148,4668,93,-542,-118
16732,11204,3380,-201,284,299
12888,10428,648,-212,-63,-713
12124,8640,-3024,510,289,-65
16720,7712,1612,-365,-120,-587
12948,4588,7764,141,-221,-142
13696,11024,5144,-170,-54,-101
14724,7280,5256,223,-119,-131
17444,10884,7644,-430,406,465
12324,6540,2632,-197,-141,-284
14860,11284,3284,395,400,469
16384,10040,576,-381,-126,-102
13396,6792,4088,139,-194,-118
13932,13748,452,56,378,55
13672,5028,3520,303,-543,-580
14960,8816,1788,-216,236,-17
9940,6300,2696,-146,-318,-483
14048,8452,8164,419,124,368
18416,10172,5856,-417,466,87
12700,6044,4028,-18,-114,87
12592,12536,-920,-97,586,434
13752,7568,1872,344,114,-43
16644,11728,452,-158,490,459
11608,7580,2408,-29,-346,-544
13548,8484,2388,410,-114,137
13016,7176,1316,-215,-274,-463
12424,5408,6212,123,-490,234
11292,10840,2872,-222,218,-94
13548,6236,2664,350,53,-3
17060,11384,944,-328,679,735
12880,7104,4548,-34,-640,-61
13816,12728,-1024,60,655,-69
15492,9812,4880,69,-206,-417
15856,8424,1884,8,197,301
11552,7348,-360,-188,-207,-1056
12988,9384,3920,464,249,-38
15288,8852,1596,-349,-236,-139
13792,5400,3724,-30,-283,25
13756,13612,-816,-279,204,164
14816,8260,2080,298,-235,101
16368,12084,-2148,-284,646,584
12964,7028,4228,-39,-578,-501
14448,11836,1388,303,650,20
14996,6896,6428,-3,-582,-588
14860,8168,3908,0,170,21
8928,5884,-808,-153,-279,-375
14324,9948,2392,301,829,454
14828,8060,156,-227,-34,-42
16600,9096,4696,-42,146,404
12828,10372,508,-194,-49,-669
15288,9520,10192,488,281,-41
14036,8056,3620,-170,-461,-319
14884,6648,7476,-49,-152,551
10144,8768,-1532,-277,-5,-117
14128,11068,844,416,365,589
12932,8296,-2152,-64,73,-370
16384,6860,3872,138,292,211
8700,5808,-3224,-177,-184,-834
14480,10072,4076,389,421,476
15508,8888,6184,-297,-517,-143
15932,9160,3924,12,398,715
12664,9624,1996,-221,4,-915
12872,10268,-2952,375,765,-36
13360,4920,5524,270,7,-618
15052,9472,5100,-302,217,485
11428,4356,2864,-208,-414,-276
13888,15152,456,-90,321,328
15340,7840,3284,486,-110,-260
17244,8848,3592,-273,345,-9
12136,4752,5800,70,-348,-268
11116,11420,-2380,-272,378,-40
14804,7272,4740,413,-55,285
17232,10324,3932,-403,141,50
13252,7276,3212,238,-134,178
10512,8060,-952,-151,207,-715
12836,8016,5360,542,-60,175
16264,8300,4016,-515,8,-13
14896,7076,4608,50,-15,734
13040,10476,976,-215,340,-669
12176,8596,-2764,535,302,158
13248,6152,6568,-66,-277,-483
13748,6576,4320,-37,237,606
11696,5184,2696,-208,-117,-267
15628,12212,5168,334,724,483
15376,9076,6720,133,100,-392
15748,9444,3884,-198,215,163
8272,3212,1408,33,-999,-241
13692,11560,2316,-233,467,5
15748,9044,4428,397,-152,282
17528,10244,4492,-385,292,9
14388,7188,3528,165,-73,346
9088,5880,-4008,-389,-431,-1070
12652,9200,2340,452,338,474
14524,6848,8580,-114,-244,-163
16680,11744,4532,-264,407,669
13224,6852,5296,-69,-505,-523
12112,12128,-3388,111,315,94
13068,5980,3744,410,-300,-342
16016,6672,4380,-335,340,217
13920,6964,4480,44,-31,487
12040,9380,-348,-194,46,-39
13684,10536,1428,372,258,214
13568,4652,5264,19,-586,-431
14644,9048,3500,-251,47,182
11404,3708,6016,-123,-532,-252
12204,13836,-4264,17,867,453
13832,7392,-216,370,-102,-131
17376,10616,1172,-280,180,-10
12724,4204,4008,73,-375,-306
8476,7508,-2568,-195,-378,-127
13704,8456,4828,353,558,502
13112,8108,1692,-170,-600,-85
17080,12472,3444,-186,335,343
11568,2048,5056,85,-512,-593
11288,10788,-2772,-125,108,-80
14256,8996,6220,400,330,307
15372,9316,2400,-348,-260,119
17200,10644,4784,-62,323,171
12340,6744,5668,-96,-658,-874
12552,10248,2452,42,193,156
14372,5112,7432,219,-124,-74
16672,12296,-712,-369,331,653
13148,6908,3280,142,-173,-198
10720,8892,-3808,-122,449,-682
10424,6896,-3072,421,8,219
13956,6200,4700,-334,-500,-225
15900,11500,2588,-174,242,599
12952,9140,3552,-82,-199,-652
13172,10664,-2776,122,535,-25
14504,5236,6400,238,-435,-526
14488,9884,3580,-220,362,541
12124,5188,6644,-163,-588,-189
15560,12624,5616,-130,122,468
14400,5460,5592,346,-62,-79
17036,12156,3244,-172,494,364
11380,3320,4496,141,-654,-519
14784,10968,5392,-78,226,-305
12976,4388,5564,203,-168,-354
14576,7568,2880,-197,358,419
11304,6816,4848,-275,-340,-364
15208,11048,5568,292,250,468
16196,9196,-24,-427,42,237
13460,6332,4288,146,-246,431
13292,14816,-1928,-63,727,101
15288,6292,8104,365,-32,-286
17256,12152,3800,-210,364,368
11676,7748,3580,-103,-415,-679
15328,9892,8692,414,-104,231
12560,6960,1432,-251,-459,-474
13604,4860,6668,41,-400,-291
10676,11208,2788,-163,34,-389
11744,6520,1960,396,-307,-159
14952,10416,4000,-294,401,530
11260,4028,4144,-201,-537,-411
14600,10300,3452,180,752,448
14028,7712,5816,-212,-440,2
16028,9264,3948,-20,338,646
12636,8700,2512,-302,102,-573
14820,11456,4716,472,398,19
17412,9184,7152,-281,150,-44
13116,5852,5716,227,-536,-64
12960,11908,2360,48,508,-176
13028,5568,1928,264,-65,-651
14392,7308,3436,-59,-40,184
11244,10728,2676,-255,-413,-155
13884,5312,8316,424,-246,-167
15540,8936,3852,-373,310,459
11652,6528,68,-332,-216,-148
14280,8608,4700,397,-66,397
18780,11760,5908,-244,667,781
11900,6576,1692,-135,-31,-268
14052,10240,4456,429,270,378
15784,11612,-1980,-349,287,19
12232,6700,3220,32,-245,-543
15000,12880,1936,275,665,57
13756,8656,540,-42,-141,-317
14400,4780,6720,233,-69,-160
13036,12388,1004,-162,287,-427
14324,5172,10544,220,-583,-501
14580,7664,3836,-113,265,337
10908,6752,3708,-202,-61,-237
12244,7696,1640,456,491,325
16564,10804,-864,-473,268,489
11320,4916,4300,-60,-516,-88
13148,12928,-4544,105,475,471
13708,8484,-160,-148,19,-180
15960,8228,3260,99,199,96
11784,12160,-2264,-57,474,-125
13300,5240,3724,417,-423,-172
16768,9520,3080,-133,122,126
10072,5360,-232,-238,-297,-1011
15132,9832,8276,365,70,-477
14800,9960,760,-265,300,72
9236,2792,4540,73,-687,-135
11508,9120,-2816,289,160,637
15160,8404,1536,-455,-137,-34
13672,6440,6264,-29,-58,-298
14108,12976,-1440,111,821,438
17904,10792,4432,-306,-99,91
12532,6192,5672,62,-243,259
15796,15784,6892,-27,653,94
15056,8244,3856,-151,-206,-314
13656,7180,8352,160,-172,17
14984,14096,2996,53,502,-28
14208,5804,5788,-21,-464,-451
13096,4516,6828,105,-317,-370
14788,11152,4184,26,611,-289
12524,6456,4144,-115,-566,-384
11256,3088,4304,12,-375,-4
12848,11008,-584,-169,433,34
13064,9312,-160,-423,-546,-97
12000,5840,3572,63,-222,136
13208,12604,-3560,187,600,478
17524,10040,5708,-423,61,-72
14072,7560,6172,13,-487,-509
15372,11276,8456,487,209,235
16512,9764,864,-203,427,-105
10740,6208,5244,-157,-954,-676
11216,5664,1992,475,30,-13
14064,9284,80,-203,396,580
9140,6468,-1036,-270,-42,-237
15464,8196,5240,352,-54,201
17316,11372,5396,-220,289,658
13360,10976,3772,-287,-100,21
15276,8532,7080,363,-37,-231
16740,9328,3364,70,285,249
13776,13732,728,87,540,13
14624,5600,8900,-4,-649,-681
12204,5188,6428,106,-371,-116
13268,10416,3920,78,238,305
14432,6988,4848,-395,-274,-130
11500,3064,6400,-167,-381,-211
15464,10412,4936,305,649,573
17376,11216,1460,-332,237,699
11052,6324,-712,-120,-404,-353
13676,10344,1628,486,350,192
18576,12456,2672,-315,392,305
10352,3252,516,52,-739,-389
13168,7560,3132,497,241,-22
15784,9088,4036,-356,168,-257
9320,2464,4556,94,-563,-294
11668,8852,-3968,195,262,592
17492,9096,6116,-484,80,51
12156,5468,4756,10,-580,74
13784,13080,-4776,83,773,258
16000,9696,6764,-166,-216,-465
13992,7952,2232,192,89,158
14128,13840,1136,73,457,-96
15680,5988,8916,178,-462,-717
14784,7900,4412,-131,84,214
10272,5832,2412,-227,-210,-243
13164,7308,4764,396,280,399
17240,11104,1012,-354,264,564
13064,6048,8392,-55,-647,-301
14476,13480,1552,72,738,7
15840,7776,8280,175,-290,-413
15696,6604,3160,24,104,0
8772,8392,-2820,-245,-164,-737
11408,6596,3304,526,-78,199
16004,9280,2452,-380,419,536
12368,5068,7144,-78,-479,-7
17188,13024,6904,109,555,371
14268,8340,2756,-126,-557,-227
16768,8564,6184,19,-30,250
12604,8476,3636,-80,377,-764
11232,4868,-648,514,126,-380
15916,7452,3152,-210,590,383
11008,3228,3588,-20,-241,-181
13656,14560,888,-85,474,411
14788,8452,4396,283,-166,-49
16632,11412,2952,-95,357,487
10992,4988,4276,-107,-754,-808
13372,10856,4404,345,662,158
11436,4984,2756,-31,-383,-31
16380,9132,5448,-120,270,851
12140,7616,-228,-322,-239,-598
14912,11512,5344,413,171,377
12892,5644,4800,-113,-265,-411
11640,5852,1032,145,-57,309
9900,6176,1224,-219,-217,-112
14056,10032,2976,428,269,601
17328,10556,588,-385,-58,102
13164,8432,-52,163,85,121
10956,8340,-524,-171,67,-593
12496,7324,5708,525,-71,-60
16692,9172,3360,-384,370,140
14220,7236,6764,-20,-368,327
12796,12156,332,-239,263,-272
15052,6272,6288,590,244,-214
17412,9624,2708,-358,267,-349
12892,4072,7440,118,-188,-228
11868,11208,-2264,-283,339,-80
15216,9568,5488,374,-74,195
17476,11292,120,-384,320,116
13048,6100,5032,190,-448,-87
11300,9520,-788,-169,-72,-492
12792,6552,4832,482,-279,124
16896,8648,628,-419,544,326
13424,6352,6660,64,-279,397
11676,10796,-3056,-217,277,-319
15988,8240,10200,434,-127,-311
12552,6408,-72,-378,-427,-227
14548,6476,3584,-66,85,512
12188,7608,672,-264,-182,-290
15064,12948,3160,427,762,358
15212,6700,7488,71,-473,-640
15308,10180,5512,-276,75,231
10116,3276,1660,-233,-453,-454
14840,14412,3072,-87,179,333
13740,6948,2292,381,18,-145
16012,8520,1964,-151,389,412
10608,4196,6680,37,-812,-520
13068,10704,888,-133,650,35
15048,7344,4636,370,86,31
19320,12228,5396,-358,560,505
13148,6344,3928,101,-470,-367
14680,12780,988,-17,295,-219
13596,7260,8288,425,-336,-223
16116,9088,5072,-369,363,428
12824,6108,6816,37,-339,160
13316,13064,-704,-158,471,-62
15076,6264,6540,526,188,-124
16288,9548,32,-349,218,-296
12972,5020,5360,3,-381,127
12136,13016,-880,-250,147,226
16440,11476,8592,439,175,24
17504,11244,-1520,-329,324,-67
13424,4884,6792,63,-121,-692
11272,10236,-2800,-179,27,-51
13812,5996,5312,309,135,-6
18892,11660,6328,-364,236,625
12116,5088,3196,48,-310,-503
12172,12368,-3416,-13,320,-220
13176,4900,3940,376,-376,-419
15088,8768,1272,-254,375,484
11576,5236,1416,-138,-403,-139
15700,14476,6864,16,676,114
15800,8264,6312,235,-172,-361
16692,9024,3356,-187,297,-27
7612,2212,-1132,-11,-1021,-352
12272,8988,-1584,203,944,392
14540,6760,9356,75,-257,5
16848,10768,4248,-256,253,422
12236,6848,5032,18,-346,-484
12256,9636,-1008,422,918,64
11380,5372,4044,-45,-628,-230
15088,7444,5356,-147,279,619
13064,8260,4432,-271,-370,-187
15004,10872,5560,404,298,261
17492,10996,5568,-272,-415,-171
13796,4680,3360,230,-94,-8
10952,9616,-2004,-211,11,-432
13024,5448,8520,338,-499,69
15784,10244,1792,-426,351,547
12780,5732,6224,4,-826,47
15812,13288,828,-58,663,-67
13248,5936,772,269,-54,-464
16044,6660,3656,-112,218,-78
10148,6836,404,-245,-432,-630
11880,6176,3500,387,192,278
16704,8816,100,-381,524,382
13044,6412,6500,58,-360,186
12860,14540,-2652,-79,575,73
15532,9100,6088,375,-230,-106
15840,9396,2840,-78,281,233
12304,6576,6984,-68,-915,-621
9748,7172,-5036,496,499,664
13836,6396,5932,-222,-544,-85
15280,8472,3804,-91,-180,798
13520,11720,5704,-221,-340,190
16204,10488,9312,341,-117,-177
18984,12632,4968,-320,337,146
11920,2304,1960,178,-657,-385
11908,10328,-4368,3,549,-355
12620,3456,5768,221,-257,-275
15792,8136,4596,-225,449,374
11256,6200,148,-180,-93,-400
14008,10532,772,344,577,667
14404,9336,1220,-146,-197,-275
16876,8172,4932,79,-70,370
9624,7552,-5552,-133,224,-905
14856,10132,9816,455,7,-197
14668,7712,-376,-433,-40,44
15080,6708,9228,-134,-180,-67
13684,14428,-1428,-169,270,410
16012,6172,9904,380,-42,-144
16716,12272,3476,-182,575,399
11312,4516,3788,63,-615,-340
13500,10104,2860,497,772,196
13028,6756,7340,-94,-402,-514
12308,5132,2120,104,-56,450
9152,6248,-2080,-289,-238,-55
14440,8288,8312,301,-12,334
16560,11088,448,-416,193,401
11908,5892,3716,-21,-448,-157
14424,15744,88,-43,546,-96
14956,7056,6960,325,-374,-252
16144,9820,4332,-207,105,-38
9644,5536,-2044,-187,-686,-669
14076,10032,8100,489,328,453
15780,8188,3728,-428,-193,-54
14112,6876,2872,-32,-263,195
14244,14288,1876,-211,235,385
16004,5732,10052,364,184,22
16568,12012,2956,-176,452,326
12112,7084,3344,-149,-364,-669
12596,8168,900,504,432,-176
14708,8268,5108,-354,-181,-413
10900,2860,3520,167,-205,-193
12160,11564,-3156,-165,785,18
13120,5736,676,193,-35,149
15892,9164,3852,-250,291,586
11944,8248,-1556,-324,-119,-882
13024,10912,-560,461,257,172
15116,7740,4620,-313,-364,-432
12712,4888,4304,52,-587,-251
9648,10160,-4220,-191,17,-69
13500,4536,6056,281,-83,-80
17040,12800,548,-315,589,820
12308,7168,2164,-149,-714,-472
14876,11668,664,369,790,207
12396,7040,-2248,2,-172,-326
12960,5316,4588,70,-59,293
10516,10688,3608,-318,-516,-103
14964,8416,7740,343,22,157
16944,12124,296,-316,403,596
12152,5660,4304,-19,-615,-299
15420,13104,724,62,630,-77
12688,4680,-664,134,-368,-558
15092,6776,4276,-40,137,110
