ax,ay,az,gx,gy,gz
15760,10100,1724,-101,184,345
9068,3076,-1288,-102,-790,-750
11640,9116,-3964,413,758,71
13252,5784,7004,0,-417,-507
14508,7596,6268,-3,56,566
10136,5644,3992,-208,-435,-228
13996,7644,8532,337,247,401
16560,9852,4124,-470,0,45
13836,6108,5908,25,42,384
12548,12460,640,-197,132,280
15908,9760,7136,429,12,160
19216,12116,4972,-400,306,196
12304,6236,2984,38,-294,-418
14996,14972,2332,25,322,25
16188,7152,8416,425,-406,-270
16400,9412,4300,-289,99,48
10664,3976,7664,31,-533,-673
13688,10884,6124,49,193,241
12276,5308,6236,61,-333,-193
14644,8328,924,-280,506,507
12768,6320,3864,-138,-68,-311
16868,12264,6992,259,536,537
14408,8456,3584,-170,-401,-269
16460,10528,2380,-147,427,119
10960,7300,-2780,-63,-305,-656
12292,9228,-1496,412,679,141
13792,5936,8056,35,-513,-398
16832,9560,7188,-253,306,420
13252,5948,6500,-250,-496,-393
14880,15044,4212,-71,219,381
14212,6844,4536,373,-75,-146
17280,10448,1684,-238,429,189
11900,2324,1788,108,-68,-683
9512,9300,388,-190,-165,-211
12812,7724,3368,434,382,387
15380,8772,6492,-326,-123,64
16496,9216,3696,-74,279,422
12084,6796,3876,-134,-349,-671
13508,9556,2092,362,609,117
12320,4880,1116,187,-169,-535
15336,10400,420,-359,391,472
12200,5504,6136,-144,-632,4
12748,12712,-464,-121,420,210
14948,8652,1580,516,457,-185
14988,8040,1608,-287,-208,-213
13108,6180,1648,131,-40,-34
9948,5500,2764,-139,-415,-168
15912,10044,6752,177,338,594
13532,7804,1120,120,-431,-60
17236,12444,1232,-219,701,293
12608,3488,2400,169,-447,-252
11300,9916,-260,-293,-137,-692
14340,8652,7220,466,199,259
15828,7856,7064,-347,-237,-59
16512,9996,5032,-63,327,539
12696,8684,3472,-110,-370,-710
13136,9460,-2900,233,599,-30
14076,5060,8780,214,-560,-355
15332,9436,2156,-311,500,590
12560,6060,5032,27,-605,207
13340,12820,-684,-193,85,-165
16024,9912,7404,528,-41,-149
14376,8096,3124,-191,-499,-330
14048,6776,3004,-135,205,696
12396,6204,3056,-188,-538,-176
13892,15216,-420,-119,130,121
16020,7572,8752,542,-122,-200
15316,8640,3964,-367,-23,-315
12724,5152,2868,-3,-92,501
11364,6564,64,-239,-288,-272
15748,12992,2780,65,742,-15
12912,4228,2100,499,-242,-319
15516,10120,2312,-340,65,83
13552,5136,2876,2,259,211
11024,9832,-188,-170,-59,55
14744,12652,1580,410,867,262
14912,6428,6016,256,23,-494
14564,9792,3240,-246,-31,457
12548,3732,6756,20,-310,-41
12364,12052,-528,-157,80,372
13788,10360,1300,446,199,19
12956,6592,200,18,-226,-277
14760,9892,5184,-212,-25,211
9900,2304,2964,-122,-460,-277
12980,12404,1248,-174,250,417
15688,7932,6408,409,-35,-124
13348,7072,1572,-172,-399,-257
14732,7748,3996,-35,-75,197
9740,1944,1536,-124,-725,-216
13860,13336,876,-118,334,499
14608,6212,5228,393,-17,-152
16708,10316,1416,-272,11,63
14044,5236,7232,5,-196,-294
9320,5576,2380,-130,-388,-187
14560,12828,-1420,181,463,599
13952,7084,5924,60,-386,-86
17236,12140,1228,-177,597,426
12076,4208,5204,150,-671,-439
13144,12616,0,-142,175,-350
13108,7216,7620,321,-209,183
16396,8708,4096,-514,-214,76
16680,8636,5248,25,39,434
12164,7376,3940,-204,-337,-713
11392,8192,-3528,455,713,110
12868,5080,7000,170,-340,-367
15152,10336,-904,-375,545,503
10792,4740,220,-10,-575,67
12568,12828,-916,-75,554,28
14872,7380,6220,607,-6,-122
15468,8276,684,-408,-98,-516
13064,5528,4392,95,-162,325
8808,7116,-2296,-212,197,-77
15332,12004,3484,295,609,677
15208,9932,5688,-112,-232,-329
16316,10956,3900,-170,161,298
11852,5320,5136,-84,-774,-734
11148,8752,-4908,211,450,-2
12332,4516,2108,281,-113,-115
16204,9256,6344,-391,532,491
11868,6096,5440,-84,-439,-94
14752,13072,5404,-88,338,273
14308,6264,5052,450,-57,-238
17108,11716,2368,-234,234,324
11484,2560,1844,165,-337,-636
13576,12944,2044,-217,-6,-344
12864,4624,7672,421,-181,57
16216,9532,1632,-376,475,360
14696,6612,4796,85,9,208
12920,13236,-116,-165,252,121
16736,11676,8716,390,45,-142
16408,11164,-672,-379,-107,-157
13444,4956,1132,208,-266,150
10040,8116,-3288,-155,137,-667
13656,9936,4828,451,-6,-86
14332,8004,1092,-341,-235,-74
14440,6072,5916,-59,-95,451
12628,10844,5952,-345,-357,88
15568,10748,7800,418,469,477
16348,9284,6092,-396,-219,100
15004,7552,3148,53,-45,372
13524,13848,1020,-221,390,-470
14752,6576,2936,532,15,-205
17140,11300,2776,-157,323,435
8956,3020,-1220,-100,-689,-787
13636,9204,4288,378,236,-74
14392,8292,3268,-324,-277,-265
9436,2624,4148,50,-839,-60
13020,11092,-604,230,467,607
16888,9988,5012,-516,-166,-31
12656,5196,3768,54,-538,243
16404,12844,4668,248,528,579
16860,11020,2088,-435,57,228
13384,7004,4140,-90,-304,-720
16384,8620,7544,449,-160,-72
16064,9328,724,-152,470,234
13044,8744,3560,-307,-702,-899
13432,5416,9452,502,-228,-295
14364,7804,2760,-64,292,379
10832,11068,3680,-322,40,-28
12332,4220,3556,53,41,-122
15888,7940,6672,4,-275,774
14372,15452,1060,-52,803,312
14976,9288,5680,-146,-433,-296
14016,6768,5472,150,126,87
13404,12312,60,59,86,31
11780,5152,-716,12,-443,-673
12264,6404,5140,97,-440,100
14892,12508,5048,-69,829,-9
12416,6408,3932,-128,-289,-23
16004,7604,6812,34,-40,567
12504,14224,-3924,-89,666,169
15068,8744,5652,202,-74,-434
17308,8972,6160,30,-28,245
10072,7384,-4220,-178,90,-609
11476,5088,444,481,-204,-318
13704,9980,112,-158,207,634
9536,5468,-2004,-204,-136,-359
14756,11820,-1304,246,462,416
16872,9236,4584,-418,-361,182
14444,6788,7540,147,-111,-97
13740,15316,-844,40,553,-9
12428,3976,2092,457,-424,-426
14292,10592,656,-267,332,192
9308,2532,4604,5,-668,-285
12084,9104,-4104,6,747,310
14548,6308,9340,72,-512,27
16588,11560,3384,-187,201,440
11668,7876,1036,-114,-424,-574
14512,9788,4952,407,225,171
11232,6712,380,-98,-493,-248
14644,7596,4936,-59,-225,506
10576,9540,192,-354,-203,-27
14212,9516,4680,500,136,585
16856,11236,2516,-475,-180,93
14180,5512,5456,201,-246,-53
12172,11664,-1076,-59,309,-378
12680,6376,7752,429,-411,-249
15044,8968,4292,-362,238,567
9744,2776,3448,-214,-653,-177
13460,15028,1120,-118,181,449
15040,6740,4880,354,-396,-144
17380,11312,2160,-176,339,414
11248,3628,4336,35,-526,-639
14244,13268,5020,-40,605,-126
14460,4528,9956,199,-476,-116
17076,11880,556,-417,573,638
12416,6084,5700,-17,-609,-75
15004,14568,4600,55,637,-18
13984,5944,1808,342,-262,-319
14972,10124,2764,-244,81,-30
9592,6176,1188,-163,-777,-420
14376,10228,3416,225,351,516
14564,6532,6272,-354,-438,-101
15496,8648,3304,-1,-354,796
12852,10612,1156,-287,-137,-298
15064,11776,1836,473,354,-131
16416,9876,1856,-317,-120,-203
11572,2196,1188,99,-206,-633
11380,10652,-132,-197,-162,-264
12436,6216,2172,456,-241,83
17332,11232,3288,-394,450,558
12744,6480,5960,23,-444,187
12860,12520,-96,-18,821,188
14440,5520,5460,470,70,-266
16996,9160,276,-187,337,220
12556,3932,8628,142,-547,-447
14184,11596,6320,-148,203,41
15100,5968,8128,284,-27,12
18672,12164,5308,-417,306,550
12320,5756,3988,-9,-227,-280
13204,12092,2184,-11,410,-183
14656,5388,9372,449,-291,-414
13968,7896,904,-320,-12,18
12912,3272,6460,-16,-60,22
13104,10612,5124,-343,-510,176
14880,10224,5080,464,248,162
15496,8748,5700,-213,-514,-89
13812,5064,2212,60,23,-71
10344,7528,1380,-198,-469,-346
13832,9464,2364,338,814,433
13968,9668,2520,-204,-335,72
15932,9220,3572,-196,224,344
12264,8432,3112,-144,-383,-753
14528,10932,2036,495,632,292
12652,4876,4056,111,-352,-468
14688,8200,3480,-314,179,447
11168,4728,76,-230,-474,-358
14832,13500,3348,-10,259,447
15144,7404,4996,326,-30,-258
17076,11828,2656,-196,428,289
11432,3332,1528,30,-492,-718
11572,10912,-8,-218,-221,-57
14144,8068,7676,327,-206,183
16488,9544,736,-409,-76,456
15904,7520,4496,98,126,359
14208,11152,4020,-154,-393,-462
14800,11088,6840,440,182,-29
11532,7072,1012,-65,-586,-191
15868,9500,3692,-192,526,585
11924,6484,1148,-220,-223,-345
13968,13384,-1984,76,637,219
14868,6668,5108,216,-274,-423
15248,9536,2052,-261,165,78
9748,2804,5980,29,-837,-399
14460,12400,4736,-90,810,83
14108,7924,1276,434,190,164
17200,11540,736,-342,221,301
13452,6992,3120,180,59,-77
10340,7948,-2328,-147,86,-588
13964,8828,8324,419,-7,-84
14520,7272,3516,-371,-138,-83
15128,7092,5460,-144,-184,704
12624,8112,3824,-211,195,-343
14896,11436,3056,466,572,261
14240,5368,5332,99,-430,-272
15000,8012,1396,-135,171,-5
9968,2792,3612,-94,-885,-82
14072,11968,416,-69,605,386
14588,7700,3844,204,-211,0
16688,11972,2240,-215,737,331
12400,4112,5940,98,-658,-299
13004,11392,-1600,-4,466,-409
12040,5584,4388,386,-364,-217
16240,9328,3832,-412,360,534
14148,6232,6228,113,-175,244
13652,12804,1008,-175,380,9
16664,9908,8004,495,295,-222
16540,10004,996,-319,43,-136
12372,6508,3184,-26,-438,-416
10468,10388,2776,-249,-266,-83
13452,6380,6452,410,411,299
16352,9836,5668,-412,-293,250
14992,7336,3456,80,50,399
14136,11200,4372,-184,-319,-535
13728,9232,320,461,146,26
12100,6448,3252,-81,-472,-347
13452,6624,4572,-117,307,603
12336,6664,2344,-223,56,-444
16436,13160,4500,148,622,355
15436,7368,7316,219,-171,-432
15620,9240,1784,-176,190,225
9160,2572,2092,23,-1010,-226
14192,11476,5928,-272,85,66
15828,8336,7420,348,-5,220
15324,10940,-2712,-356,60,184
16596,8408,6256,188,218,252
13532,10412,4796,-260,-419,-819
14092,10876,5760,483,348,283
12588,7028,2828,-218,-415,-106
14660,9308,3720,-161,256,762
11612,6948,1816,-179,-63,-529
16008,11752,4236,192,422,99
14940,4084,6300,274,-33,-718
15164,10144,3988,-198,-12,310
9600,1716,2428,-9,-574,-270
15136,13560,5436,-119,128,437
14352,5636,6192,269,-142,46
17496,12552,1340,-237,673,371
12060,3192,2412,184,-574,-338
12788,12304,-1484,-39,709,-433
14172,4432,9096,335,-483,-245
15904,9484,2192,-425,457,505
11804,5148,4884,-23,-641,191
12068,13860,-3572,-33,719,335
14408,6680,4516,477,52,-237
17292,10184,464,-201,443,241
11808,2336,5136,28,-402,-776
11736,11472,248,-218,-211,-174
12804,5972,5076,391,-339,-17
18100,11408,3964,-456,379,540
13296,6544,7820,-32,-726,131
12928,13120,420,-52,717,223
14328,6500,4704,459,-102,-295
17288,8840,1668,-172,394,337
12384,3520,8048,30,-646,-665
12332,12292,-400,-12,616,-124
14536,6188,9204,146,-455,-176
16144,10484,2884,-392,616,567
12780,5580,7972,-21,-730,107
14384,13300,2196,-40,277,75
14004,5520,3364,342,-323,-220
15924,10052,1620,-185,261,192
10800,3768,5880,36,-544,-583
11816,10896,-1836,-73,380,136
13116,4908,2376,95,-334,-192
18384,12960,1616,-341,395,686
12208,5272,4464,30,-504,-294
11244,11188,-4292,54,308,119
12552,4192,2320,442,-301,-495
14824,10424,2016,-275,226,376
9396,2872,4288,-145,-628,-242
13404,14784,152,-139,346,351
13368,7960,2044,226,-69,-38
15996,11408,3044,-185,392,370
10596,3408,1040,35,-864,-461
12128,9336,-3468,333,702,81
12568,4252,5972,82,-408,-141
14228,7524,3552,-99,516,770
12996,8160,4868,-269,-191,-201
13996,9800,4072,391,247,367
15760,10324,5716,-289,-167,-116
13128,5084,4424,238,-280,-25
11464,10692,-1340,-78,221,-316
15252,5676,10404,160,-609,-558
12884,6736,380,-157,379,409
11864,6316,2788,-330,-167,-208
13420,9880,2704,437,389,510
15256,10772,-1732,-392,7,408
12396,6492,4804,33,-434,-342
14416,12980,1184,141,495,2
13344,6068,3488,50,-358,-497
13132,5664,4576,110,-158,20
8864,10460,-5068,-130,50,-83
13652,6924,3248,178,-355,-107
16332,9300,4768,-283,453,627
12628,7536,4448,-128,-12,30
15496,8156,7008,491,-61,166
18760,12432,2476,-265,566,280
10952,5572,2348,49,-611,-416
14296,8788,4608,419,100,245
14036,7664,4816,-301,-480,-369
10932,3348,2300,105,-490,-14
12592,12288,-2260,-130,1038,-32
13140,4936,6708,-33,-225,-47
15508,8900,4616,-51,-394,860
13232,12928,-1176,-146,282,24
15652,9620,3748,391,220,-376
16788,11660,2016,-170,413,365
11868,5464,6248,12,-458,-615
14156,9480,3404,459,56,-261
15736,9424,3116,-344,266,-171
7716,2224,208,49,-515,-363
12492,9264,-392,324,177,624
16404,8936,1924,-497,-18,13
11888,5188,3232,-62,-539,28
16436,11860,5468,210,363,623
14040,9132,-104,-383,-243,138
12252,6168,3012,34,-396,-153
13740,13172,-1348,157,525,53
14412,9464,2052,-158,-371,-85
12700,4144,4560,201,-453,-192
16216,10272,6484,210,525,-98
14876,8032,3928,-192,-462,-361
10428,3472,0,80,-297,-458
14368,10976,8076,401,780,504
15064,7236,6388,-327,-468,-3
14080,5024,6708,17,98,-61
14036,11356,1204,52,710,441
14792,8844,2936,-453,-144,83
13072,6692,8024,2,-598,123
15412,14024,920,223,464,476
15636,10088,1080,-338,-30,57
12520,6436,4556,-89,-593,-492
14796,11172,3872,411,618,142
17104,9980,2884,-271,139,136
11300,6704,4968,-77,-508,-585
14568,6432,1784,520,104,-334
15712,9316,5744,-242,-77,50
11016,8320,-524,-211,291,-921
11428,4644,2824,382,-561,-358
13964,6988,4700,-34,-37,319
9888,9672,3744,-215,-415,50
13660,4224,5828,319,-536,-61
13972,7044,2624,-94,317,723
12444,11528,-2832,-414,117,-8
14600,8960,5356,-275,-605,105
12024,5720,5596,47,-242,243
16896,11364,5548,296,697,635
18176,11644,4960,-358,-19,593
11664,6488,-388,-206,-244,-408
15892,8656,5140,384,47,5
15456,10048,2556,-81,250,387
11212,14292,-5172,2,827,-30
15416,7932,5884,-47,-372,-392
13216,6072,5732,160,-528,7
14616,9900,428,420,782,223
17100,9288,1744,-272,-26,-362
10548,5012,6240,-172,-870,-849
14684,6656,8696,408,-180,-352
14508,8512,2788,-126,-71,129
14408,13440,6008,-243,-282,-118
11876,5632,3728,-87,-372,-66
10356,2704,5436,-40,-542,-118
14192,10116,44,330,396,315
15532,11376,808,-366,598,594
11636,6796,1876,-130,170,68
16360,6220,8284,314,-245,71
15236,9680,3608,-84,155,661
14668,13128,2144,-281,283,-340
14788,7540,7180,111,-72,-395
15020,7192,5760,205,-226,170
12832,12012,-1380,3,381,-172
13240,7512,4660,-229,-410,-587
11692,3072,5164,155,-508,-272
11508,9048,204,356,137,740
15684,8024,1868,-465,253,39
11180,5360,1628,-232,-650,-176
13684,9372,2220,399,379,571
18524,12556,4288,-365,499,431
12264,8152,2576,-269,-218,-818
15864,9440,8512,487,-35,-256
14972,9084,2040,-172,190,140
9076,6360,-1896,-340,-588,-793
12536,6144,7360,442,-368,116
15452,10948,-156,-425,207,416
10408,7480,-1628,-170,35,73
15360,8040,6184,401,-46,211
16652,12040,3428,-200,473,456
13700,9436,5048,-145,46,-594
12676,4240,4536,431,-403,-510
14688,7372,5564,-78,-81,294
10272,10916,-1064,-247,-21,103
15048,6044,5252,170,25,60
15776,7872,4784,-36,-138,501
11236,12840,-5500,-39,361,117
12812,7132,-1128,-15,-146,-333
11052,3208,1812,80,-481,-564
13464,9552,6188,366,120,691
15112,9268,-96,-399,612,316
13760,7380,5304,-237,-373,-370
15016,8968,7128,460,242,60
16288,10064,1932,-127,379,311
11672,8196,-728,-352,-343,-1005
11488,6352,2288,357,-568,-226
14884,6952,7296,-152,-48,691
13976,13416,1360,-295,231,201
14164,9092,3136,-18,-253,-112
14716,7568,3848,162,29,59
14852,11980,1768,47,407,-275
11600,5724,2740,-62,-583,-244
14108,3804,7252,-71,-233,-28
13924,14668,2388,-71,362,454
16680,9112,7492,-134,-372,-373
13856,5288,1448,205,-199,233
13116,12620,1356,-117,246,-426
12672,4720,6688,59,-349,-254
15308,8944,4036,-141,-160,830
13308,12880,44,-244,208,-63
15820,7928,7772,491,-71,-263
16064,9356,5856,-249,229,82
10676,5264,4384,-183,-664,-244
13436,7576,4820,345,435,427
15396,10292,-80,-427,135,280
12716,6616,4068,151,-335,-470
14376,11508,1016,25,408,-187
11404,6124,1448,-22,-491,-341
14536,7312,5148,-79,-212,374
12788,13660,-2868,-172,290,300
16664,8404,8560,382,-63,-90
16212,12112,2804,-135,300,404
9812,5360,-1144,-187,-489,-829
13776,9180,7280,447,28,4
15260,9260,-1664,-406,225,607
11980,6012,2532,-135,-649,-70
16272,12504,3968,344,863,384
15620,10572,3648,-301,-267,-169
12596,3896,4188,145,-396,-513
12384,11580,-388,-69,327,-139
12200,6620,4644,-108,-573,-3
16008,7580,5552,10,104,638
12292,13760,-3700,-184,500,-20
14348,6732,4092,378,-315,-148
16188,7412,1864,-107,124,13
10060,7924,1432,-308,-553,-457
12968,5852,7920,419,-53,348
17624,11272,4504,-346,264,692
13420,6976,4244,-96,-584,-392
14976,12060,592,274,610,117
12148,5880,2104,-14,-405,-517
12132,5048,3304,97,-307,379
11724,11876,-2316,-321,258,14
15968,8828,6320,288,-172,-10
16976,11816,2556,-233,637,499
11336,6148,2788,-134,-470,-641
13752,8780,2632,463,150,5
14508,8636,4840,-427,-235,-443
11260,2512,3232,124,-193,-71
13172,10280,3152,-201,332,163
13548,7600,3048,-142,-406,114
15020,7344,3408,85,120,535
12788,12488,380,-90,567,-34
15712,7280,6984,272,-468,-291
15996,6600,2800,-25,206,135
9904,8636,-3696,-193,192,-752
12380,5560,5044,415,-358,-93
15748,8484,6244,-434,325,386
11552,6404,-56,-356,-341,-312
14092,10264,3384,483,339,581
17000,11428,1100,-354,244,352
12288,6316,3616,-14,-543,-447
14628,11508,2316,301,627,94
13684,6020,5736,-34,-404,-564
12256,5800,3296,64,-328,328
11656,10592,4764,-271,9,-11
15092,7776,5096,341,113,181
17484,12612,-372,-359,473,599
13204,7232,4072,-99,-551,-523
14436,11332,1968,383,624,151
13648,5992,5892,-6,-457,-656
13524,7056,2204,-76,3,611
10792,7576,2012,-356,-189,-148
14564,11516,1136,401,228,530
15740,10280,5840,-276,-238,-154
13740,5940,4856,215,-103,125
9080,8956,-1092,-203,-128,-483
12980,4960,9132,435,-192,263
15744,9220,1420,-384,257,443
12188,5228,2948,74,-56,-105
14252,11968,4988,-55,243,-206
14156,7076,7200,389,-300,-363
15628,8220,2160,-317,257,500
11844,5484,3580,0,-434,109
13456,12648,860,-77,744,159
14360,6504,4680,511,-227,-228
15340,10372,1220,-336,296,23
9920,2672,6688,-7,-732,-177
12460,13676,-3088,-230,325,232
13284,7680,1772,226,-42,70
16304,11320,2332,-166,327,442
10752,4736,3556,-138,-852,-863
13632,10928,4800,366,395,456
13460,5408,6780,-52,-289,-63
15660,9220,4600,-174,152,731
12596,8768,3640,-222,-247,-788
15624,12072,5496,452,344,273
12804,5656,6900,-23,-476,-353
14880,7220,6576,-97,5,663
12408,7536,4144,-246,-264,-52
15820,10400,7660,360,178,250
13028,7644,1784,-262,-501,-178
14008,4784,5732,66,-281,-251
12408,11184,256,-192,-167,-321
13572,5908,5720,339,-115,-4
17180,12352,2084,-430,485,623
11836,6132,2820,-30,-654,-133
16144,12704,3452,193,694,116
15124,6872,8660,-8,-236,-240
13384,5024,1772,159,-112,47
11572,10548,920,-209,-40,-533
14864,5192,10272,309,-676,-310
15692,8248,5228,-158,375,464
8312,6216,-2128,-191,87,-20
12992,9628,964,353,-137,435
18532,13012,2496,-392,273,679
12648,6776,3848,-162,-480,-433
14244,12516,308,407,544,288
16136,11504,252,-302,-291,-166
12744,4140,2440,155,-438,-299
14820,10660,3540,50,429,-197
12584,5352,4704,-53,-367,-518
12268,5728,4228,96,-322,119
11352,10780,-1220,-195,-59,-54
12088,4748,3460,166,-110,-105
14892,8004,5104,-155,-86,700
11452,11304,-2812,-239,265,162
14380,6448,3624,288,-53,5
15464,10824,3588,-238,256,577
13028,10472,3076,-289,-126,-487
16288,8436,7428,483,286,-247
16564,10948,3856,-145,420,412
10372,4788,3588,-172,-567,-846
14828,9252,6876,430,133,-313
14584,10128,2848,-298,129,271
8064,1788,796,-68,-974,-206
13984,9136,1772,309,906,429
16640,9132,4332,-503,2,245
12064,5764,6404,15,-817,223
16612,13532,3956,239,700,408
16732,9620,5880,-426,-293,-166
12416,5992,3756,75,-537,-296
15432,11360,1908,338,538,131
12464,6644,712,-208,-505,-231
11956,2540,2548,146,-505,-559
11960,9044,-2616,363,693,1
13512,7696,6624,-238,-713,-284
10368,3204,3700,161,-310,-84
14444,11324,6648,25,524,406
14280,6880,3108,-327,-348,-128
15428,7320,3516,-41,-186,289
14296,13840,3568,-59,263,507
13732,6592,5080,-5,-259,13
16600,8144,5328,-1,214,157
12940,11416,-1220,-151,57,-307
13924,5908,4008,472,-446,-279
14984,10700,3480,-257,17,-71
11832,9396,4320,-265,-420,-510
12516,6136,6140,386,-470,126
15528,10876,-1644,-306,637,602
11976,6828,1584,-208,-104,-307
14664,10408,5864,525,273,565
17928,11580,1840,-370,413,329
12512,8136,2308,-99,-368,-652
15320,11120,8536,513,331,188
17388,9020,2508,-315,37,-305
10048,3852,3052,4,-739,-500
11504,9632,-768,377,445,538
13120,6420,2908,-281,-269,-17
13240,5048,5052,10,-57,203
12320,14528,-2712,-101,199,387
14468,7840,3740,37,-220,-299
17156,9460,5392,27,37,249
13164,11120,2080,-191,-10,-467
12932,6160,7852,379,-191,-542
14760,9952,6436,-261,-84,357
10420,5476,-280,-297,-246,-243
14596,9448,6052,414,338,402
16504,12772,-1196,-385,405,747
13108,6964,3836,-157,-87,-569
13932,10792,3000,482,413,144
17340,10096,2092,-275,135,14
10024,3788,-956,121,-396,-684
14652,10916,9000,490,414,35
15052,9040,728,-344,60,-8
10624,3100,5628,-80,-467,-245
15932,10724,6212,146,503,484
16600,10764,4520,-447,-147,242
12568,6276,6056,24,-564,41
14004,13764,-2088,159,605,80
14964,9764,3552,-157,-321,-219
13084,4708,5400,171,-388,-331
13228,12084,-1456,-24,252,-256
11588,6888,2804,-75,-514,-201
13176,4856,3320,52,-236,136
12120,12012,-5192,-184,907,31
14308,7008,6240,156,-141,81
16092,9020,3720,-32,109,518
13044,11420,176,-170,375,-383
13760,5124,4588,534,-217,-317
14116,10120,548,-294,77,-3
8604,5264,-2980,-36,-561,-336
13644,8436,532,345,230,351
16956,11416,1844,-413,329,446
12076,6316,4652,20,-684,4
16276,13132,3724,121,637,16
13904,6080,3908,24,-180,-298
13664,5592,5892,57,-300,-114
9932,10232,-3172,-226,-39,-16
15352,5264,8656,154,-295,-13
16452,11172,2724,-289,427,591
12256,8736,-392,-264,-64,-786
13484,8284,1904,547,156,111
15492,8864,352,-370,-151,-381
13084,3072,6124,94,-140,-91
12596,12972,-3448,-116,812,330
15828,8204,7692,157,-58,-142
16236,10828,3448,-112,211,241
11792,8600,-1936,-224,-346,-797
10912,6764,200,526,61,48
16796,10140,1604,-375,318,503
12092,6204,5504,-82,-715,99
15544,12832,2400,227,716,61
12392,7072,-2016,-30,-220,-257
13120,4532,6100,132,-173,-123
11536,11192,-204,-239,-119,70
15392,6052,7012,149,-134,25
15836,11684,2620,-244,306,567
13228,10444,3080,-208,-253,-657
13196,9408,1428,438,-51,-384
15140,9072,1644,-279,198,114
11940,4808,5744,-164,-396,-323
15160,13388,900,107,527,458
14148,9160,2052,-220,-372,-328
14504,5752,1452,178,-93,200
12524,11344,260,-183,4,-478
12600,5528,3668,311,-364,-127
17000,10664,5532,-354,469,653
13260,7596,4312,-120,-267,-502
15892,13184,6068,403,529,302
11756,5900,1180,-155,-532,-409
12536,5696,4532,122,-477,199
14256,12608,5776,-271,155,53
16920,8828,7148,348,-103,227
17048,11488,3032,-249,699,376
10364,3248,1564,65,-701,-423
11432,8868,-4200,332,789,162
12516,4764,6016,-94,-585,-20
15776,9624,5424,-59,-53,896
11732,8428,884,-278,-142,-561
14992,11468,4424,553,199,163
14488,8612,7208,-321,-447,-412
13272,5300,3348,-22,14,363
10772,9308,-12,-279,-643,253
15936,10188,8416,429,307,-109
14932,7344,3804,-277,-182,-191
13508,4916,7880,60,-542,46
12560,11144,4568,-328,-3,85
14564,7828,4504,477,265,338
15720,9004,7328,-329,-228,-263
14064,5652,6516,75,-174,-171
8124,6972,-2576,-271,-534,34
13504,9652,376,460,514,558
15864,10156,6004,-411,-267,-127
14972,6276,5228,194,-272,130
10268,10772,1288,-211,-69,-526
13664,5752,6868,325,-145,92
16712,12640,492,-353,485,737
12704,6128,4848,94,-371,-367
15012,12428,2876,137,472,-19
14236,5068,7164,231,-264,-425
15272,9232,2808,-355,439,463
13472,7520,5384,-152,-99,-382
14996,12836,3212,377,723,315
12440,6296,1912,-226,-523,-399
13436,5628,7388,35,-541,5
13304,13196,-1064,-304,389,8
15184,7120,7048,309,-205,105
16200,9800,3540,-190,193,333
11852,7996,200,-112,-350,-505
13792,7200,4932,427,95,-367
15236,7500,1664,-285,385,362
10976,4240,3132,-193,-544,-201
15192,13712,-1508,216,370,528
13704,8988,292,-190,-62,-244
14272,5012,5100,283,-274,26
11792,11688,-3920,34,717,-425
12388,4788,3812,-3,-437,-138
14844,7244,3980,-46,-120,347
12280,14180,-3308,-103,181,550
16012,9176,7880,-193,-448,-278
12372,5936,2848,208,43,-46
14964,12172,2152,109,352,-149
13888,7272,3468,-272,-485,-439
10652,3264,2240,43,-718,-355
13908,10224,3160,314,439,578
15952,10020,3400,-470,289,537
13120,7068,3660,-190,-90,-382
14924,8048,6928,365,-53,-12
16828,10884,2332,-100,419,428
13824,9524,3328,-193,-428,-791
13028,6288,7524,400,-372,-360
14092,7192,2468,-72,228,551
12388,12004,5204,-244,212,107
14304,7840,4048,186,-36,28
16576,7656,4356,-28,254,42
13504,11300,4552,-31,194,-232
13380,5608,1200,263,-135,-555
13884,5628,6560,81,-126,422
15516,14316,5188,-352,119,203
13636,6320,5504,158,-304,20
14812,7368,1244,140,247,92
12080,11080,1028,-17,279,-218
13516,5452,8136,42,-471,-346
13704,4820,5944,-24,68,178
14020,14612,472,-25,560,480
15096,8368,5320,-123,-369,-449
14900,6480,4752,184,-269,257
13296,11356,-1540,21,527,-366
12540,5072,6768,-11,-387,-188
14428,5124,5968,-40,-103,143
13804,14344,684,-124,343,448
14056,8560,2608,-195,-358,-95
14712,7432,5136,138,73,-148
15704,11812,3924,201,475,-17
14612,7984,3104,-252,-515,-456
10244,3252,2544,45,-554,-371
14216,10168,8000,233,14,675
17380,8996,4468,-459,421,179
13152,7060,4708,-238,-681,-256
14872,10444,5336,479,342,464
18416,13036,2372,-315,500,332
13212,11164,2980,-214,-239,-607
15980,7168,6752,551,-57,-271
16336,7092,3496,-133,86,-82
10608,10248,2900,-188,103,-424
12832,5028,3936,131,-335,-337
12352,3836,5928,86,-92,195
14824,11668,5388,-158,532,247
16916,8908,4620,-490,-108,36
11756,6280,4288,-80,-755,22
14156,10064,3496,421,251,511
18288,13208,1344,-322,609,374
12168,10020,992,-268,-15,-570
16540,8812,5992,503,222,-340
16244,10584,3724,-49,111,336
11116,8736,-3660,-180,104,-389
12524,4648,-396,186,-128,-616
12556,3884,4176,73,-223,-190
11812,11176,-6604,-36,729,-276
14240,8204,4180,-257,-649,-261
10764,3208,2832,74,-558,-201
13824,10256,7256,326,120,681
